ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END
ENSG00000105492	SIGLEC6	sialic acid binding Ig-like lectin 6	protein_coding	19	52022779	52035110
ENSG00000105497	ZNF175	zinc finger protein 175	protein_coding	19	52074551	52092991
ENSG00000105499	PLA2G4C	phospholipase A2, group IVC (cytosolic, calcium-independent)	protein_coding	19	48551100	48614074
ENSG00000105501	SIGLEC5	sialic acid binding Ig-like lectin 5	protein_coding	19	52114781	52148798
ENSG00000105507	CABP5	calcium binding protein 5	protein_coding	19	48533210	48547310
ENSG00000105509	HAS1	hyaluronan synthase 1	protein_coding	19	52216365	52227247
ENSG00000105514	RAB3D	RAB3D, member RAS oncogene family	protein_coding	19	11432722	11450344
ENSG00000105516	DBP	D site of albumin promoter (albumin D-box) binding protein	protein_coding	19	49133663	49140695
ENSG00000105518	TMEM205	transmembrane protein 205	protein_coding	19	11453452	11457158
ENSG00000105519	CAPS	calcyphosine	protein_coding	19	5911780	5915888
ENSG00000105520	DKFZP761J1410	Lipid phosphate phosphatase-related protein type 2 	protein_coding	19	11466062	11476374
ENSG00000105523	FAM83E	family with sequence similarity 83, member E	protein_coding	19	49104067	49118111
ENSG00000105538	RASIP1	Ras interacting protein 1	protein_coding	19	49223844	49243978
ENSG00000105549	THEG	theg spermatid protein	protein_coding	19	361750	376013
ENSG00000105550	FGF21	fibroblast growth factor 21	protein_coding	19	49258816	49261587
ENSG00000105552	BCAT2	branched chain amino-acid transaminase 2, mitochondrial	protein_coding	19	49298319	49314286
ENSG00000105556	MIER2	mesoderm induction early response 1, family member 2	protein_coding	19	305704	344793
ENSG00000105559	PLEKHA4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	protein_coding	19	49340354	49371889
ENSG00000105568	PPP2R1A	protein phosphatase 2, regulatory subunit A, alpha	protein_coding	19	52693292	52730687
ENSG00000105576	TNPO2	transportin 2	protein_coding	19	12810008	12834825
ENSG00000105583	WDR83OS	WD repeat domain 83 opposite strand	protein_coding	19	12778885	12782170
ENSG00000105605	CACNG7	calcium channel, voltage-dependent, gamma subunit 7	protein_coding	19	54412589	54447195
ENSG00000105607	GCDH	glutaryl-CoA dehydrogenase	protein_coding	19	13001840	13025021
ENSG00000105609	LILRB5	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5	protein_coding	19	54754263	54761164
ENSG00000105610	KLF1	Kruppel-like factor 1 (erythroid)	protein_coding	19	12995237	12997995
ENSG00000105612	DNASE2	deoxyribonuclease II, lysosomal	protein_coding	19	12986025	12992282
ENSG00000105613	MAST1	microtubule associated serine/threonine kinase 1	protein_coding	19	12944765	12985765
ENSG00000105617	LENG1	leukocyte receptor cluster (LRC) member 1	protein_coding	19	54658899	54663620
ENSG00000105618	PRPF31	pre-mRNA processing factor 31	protein_coding	19	54619056	54635140
ENSG00000105619	TFPT	TCF3 (E2A) fusion partner (in childhood Leukemia)	protein_coding	19	54611333	54618836
ENSG00000105639	JAK3	Janus kinase 3	protein_coding	19	17935595	17958841
ENSG00000105640	RPL18A	ribosomal protein L18a	protein_coding	19	17970685	17974962
ENSG00000105641	SLC5A5	solute carrier family 5 (sodium/iodide cotransporter), member 5	protein_coding	19	17982782	18005983
ENSG00000105642	KCNN1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	protein_coding	19	18062102	18110889
ENSG00000105643	ARRDC2	arrestin domain containing 2	protein_coding	19	18111941	18124911
ENSG00000105647	PIK3R2	phosphoinositide-3-kinase, regulatory subunit 2 (beta)	protein_coding	19	18263928	18281350
ENSG00000105649	RAB3A	RAB3A, member RAS oncogene family	protein_coding	19	18307594	18314884
ENSG00000105650	PDE4C	phosphodiesterase 4C, cAMP-specific	protein_coding	19	18318771	18366229
ENSG00000105655	ISYNA1	inositol-3-phosphate synthase 1	protein_coding	19	18545373	18549111
ENSG00000105656	ELL	elongation factor RNA polymerase II	protein_coding	19	18553473	18632937
ENSG00000105662	CRTC1	CREB regulated transcription coactivator 1	protein_coding	19	18794487	18893004
ENSG00000105664	COMP	cartilage oligomeric matrix protein	protein_coding	19	18893583	18902123
ENSG00000105668	UPK1A	uroplakin 1A	protein_coding	19	36157715	36169367
ENSG00000105669	COPE	coatomer protein complex, subunit epsilon	protein_coding	19	19010323	19030206
ENSG00000105671	DDX49	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	protein_coding	19	19030484	19039436
ENSG00000105672	ETV2	ets variant 2	protein_coding	19	36132647	36135773
ENSG00000105675	ATP4A	ATPase, H+/K+ exchanging, alpha polypeptide	protein_coding	19	36040945	36054560
ENSG00000105676	ARMC6	armadillo repeat containing 6	protein_coding	19	19144384	19170563
ENSG00000105677	TMEM147	transmembrane protein 147	protein_coding	19	36036497	36038428
ENSG00000105679	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	protein_coding	19	36024314	36029585
ENSG00000105695	MAG	myelin associated glycoprotein	protein_coding	19	35783028	35804707
ENSG00000105696	TMEM59L	transmembrane protein 59-like	protein_coding	19	18723661	18731849
ENSG00000105698	USF2	upstream transcription factor 2, c-fos interacting	protein_coding	19	35759881	35770718
ENSG00000105699	LSR	lipolysis stimulated lipoprotein receptor	protein_coding	19	35739233	35758867
ENSG00000105700	KXD1	KxDL motif containing 1	protein_coding	19	18668572	18680197
ENSG00000105701	FKBP8	FK506 binding protein 8, 38kDa	protein_coding	19	18642579	18654887
ENSG00000105705	SUGP1	SURP and G patch domain containing 1	protein_coding	19	19386827	19431489
ENSG00000105707	HPN	hepsin	protein_coding	19	35531410	35557475
ENSG00000105708	ZNF14	zinc finger protein 14	protein_coding	19	19821280	19843906
ENSG00000105711	SCN1B	sodium channel, voltage-gated, type I, beta subunit	protein_coding	19	35521588	35531352
ENSG00000105717	PBX4	pre-B-cell leukemia homeobox 4	protein_coding	19	19672522	19729725
ENSG00000105723	GSK3A	glycogen synthase kinase 3 alpha	protein_coding	19	42734338	42746777
ENSG00000105726	ATP13A1	ATPase type 13A1	protein_coding	19	19756009	19774502
ENSG00000105732	ZNF574	zinc finger protein 574	protein_coding	19	42572629	42585701
ENSG00000105737	GRIK5	glutamate receptor, ionotropic, kainate 5	protein_coding	19	42502473	42573650
ENSG00000105738	SIPA1L3	signal-induced proliferation-associated 1 like 3	protein_coding	19	38397868	38699012
ENSG00000105750	ZNF85	zinc finger protein 85	protein_coding	19	21106028	21133503
ENSG00000105755	ETHE1	ethylmalonic encephalopathy 1	protein_coding	19	44010871	44031396
ENSG00000105767	CADM4	cell adhesion molecule 4	protein_coding	19	44126520	44143991
ENSG00000105771	SMG9	SMG9 nonsense mediated mRNA decay factor	protein_coding	19	44235301	44259142
ENSG00000105778	AVL9	AVL9 homolog (S. cerevisiase)	protein_coding	7	32535038	33078516
ENSG00000105784	RUNDC3B	RUN domain containing 3B	protein_coding	7	87256864	87461611
ENSG00000105792	C7orf63	chromosome 7 open reading frame 63	protein_coding	7	89874488	89940377
ENSG00000105793	GTPBP10	GTP-binding protein 10 (putative)	protein_coding	7	89964537	90020769
ENSG00000105808	RASA4	RAS p21 protein activator 4	protein_coding	7	102220093	102257204
ENSG00000105810	CDK6	cyclin-dependent kinase 6	protein_coding	7	92234235	92465908
ENSG00000105819	PMPCB	peptidase (mitochondrial processing) beta	protein_coding	7	102937869	102969958
ENSG00000105821	DNAJC2	DnaJ (Hsp40) homolog, subfamily C, member 2	protein_coding	7	102956211	102985320
ENSG00000105825	TFPI2	tissue factor pathway inhibitor 2	protein_coding	7	93514709	93520224
ENSG00000105829	BET1	Bet1 golgi vesicular membrane trafficking protein	protein_coding	7	93592074	93633694
ENSG00000105835	NAMPT	nicotinamide phosphoribosyltransferase	protein_coding	7	105888731	105925638
ENSG00000105849	TWISTNB	TWIST neighbor	protein_coding	7	19735085	19748710
ENSG00000105851	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma	protein_coding	7	106505723	106547590
ENSG00000105852	PON3	paraoxonase 3	protein_coding	7	94989256	95025675
ENSG00000105854	PON2	paraoxonase 2	protein_coding	7	95034175	95064510
ENSG00000105855	ITGB8	integrin, beta 8	protein_coding	7	20370325	20455377
ENSG00000105856	HBP1	HMG-box transcription factor 1	protein_coding	7	106809406	106841999
ENSG00000105865	DUS4L	dihydrouridine synthase 4-like (S. cerevisiae)	protein_coding	7	107203929	107218906
ENSG00000105866	SP4	Sp4 transcription factor	protein_coding	7	21467652	21554440
ENSG00000105875	WDR91	WD repeat domain 91	protein_coding	7	134868590	134896316
ENSG00000105877	DNAH11	dynein, axonemal, heavy chain 11	protein_coding	7	21582833	21939738
ENSG00000105879	CBLL1	Cbl proto-oncogene-like 1, E3 ubiquitin protein ligase	protein_coding	7	107384142	107402112
ENSG00000105880	DLX5	distal-less homeobox 5	protein_coding	7	96649704	96654409
ENSG00000105887	MTPN	myotrophin	protein_coding	7	135611509	135662101
ENSG00000105889	STEAP1B	STEAP family member 1B	protein_coding	7	22459063	22672544
ENSG00000105894	PTN	pleiotrophin	protein_coding	7	136912088	137028611
ENSG00000105926	MPP6	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)	protein_coding	7	24612887	24733812
ENSG00000105928	DFNA5	deafness, autosomal dominant 5	protein_coding	7	24737972	24809244
ENSG00000105929	ATP6V0A4	ATPase, H+ transporting, lysosomal V0 subunit a4	protein_coding	7	138391040	138484305
ENSG00000105939	ZC3HAV1	zinc finger CCCH-type, antiviral 1	protein_coding	7	138728266	138794465
ENSG00000105948	TTC26	tetratricopeptide repeat domain 26	protein_coding	7	138818490	138876732
ENSG00000105953	OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	protein_coding	7	44646171	44748665
ENSG00000105963	ADAP1	ArfGAP with dual PH domains 1	protein_coding	7	937540	995043
ENSG00000105967	TFEC	transcription factor EC	protein_coding	7	115575202	115799950
ENSG00000105968	H2AFV	H2A histone family, member V	protein_coding	7	44866390	44887682
ENSG00000105971	CAV2	caveolin 2	protein_coding	7	115927434	116148595
ENSG00000105974	CAV1	caveolin 1, caveolae protein, 22kDa	protein_coding	7	116164839	116201233
ENSG00000105976	MET	met proto-oncogene	protein_coding	7	116312444	116438440
ENSG00000105982	RNF32	ring finger protein 32	protein_coding	7	156433368	156469824
ENSG00000105983	LMBR1	limb development membrane protein 1	protein_coding	7	156461646	156685924
ENSG00000105988	NHP2P1	NHP2 ribonucleoprotein pseudogene 1	pseudogene	10	93976089	93976550
ENSG00000105989	WNT2	wingless-type MMTV integration site family member 2	protein_coding	7	116916685	116963343
ENSG00000105991	HOXA1	homeobox A1	protein_coding	7	27132612	27135615
ENSG00000105993	DNAJB6	DnaJ (Hsp40) homolog, subfamily B, member 6	protein_coding	7	157128075	157210133
ENSG00000105996	HOXA2	homeobox A2	protein_coding	7	27139885	27142430
ENSG00000105997	HOXA3	homeobox A3	protein_coding	7	27145803	27191912
ENSG00000106003	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	protein_coding	7	2552163	2568811
ENSG00000106004	HOXA5	homeobox A5	protein_coding	7	27180671	27183287
ENSG00000106006	HOXA6	homeobox A6	protein_coding	7	27185015	27187393
ENSG00000106009	BRAT1	BRCA1-associated ATM activator 1	protein_coding	7	2577511	2595361
ENSG00000106012	IQCE	IQ motif containing E	protein_coding	7	2598632	2654368
ENSG00000106013	ANKRD7	ankyrin repeat domain 7	protein_coding	7	117854727	117882785
ENSG00000106018	VIPR2	vasoactive intestinal peptide receptor 2	protein_coding	7	158822887	158937649
ENSG00000106025	TSPAN12	tetraspanin 12	protein_coding	7	120427376	120498456
ENSG00000106028	SSBP1	single-stranded DNA binding protein 1, mitochondrial	protein_coding	7	141438147	141487614
ENSG00000106031	HOXA13	homeobox A13	protein_coding	7	27233122	27239725
ENSG00000106034	CPED1	cadherin-like and PC-esterase domain containing 1	protein_coding	7	120628731	120937498
ENSG00000106049	HIBADH	3-hydroxyisobutyrate dehydrogenase	protein_coding	7	27565061	27702614
ENSG00000106052	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1	protein_coding	7	27778950	27884183
ENSG00000106066	CPVL	carboxypeptidase, vitellogenic-like	protein_coding	7	29034847	29235067
ENSG00000106069	CHN2	chimerin 2	protein_coding	7	29161890	29553840
ENSG00000106070	GRB10	growth factor receptor-bound protein 10	protein_coding	7	50657760	50861159
ENSG00000106077	ABHD11	abhydrolase domain containing 11	protein_coding	7	73150424	73153197
ENSG00000106078	COBL	cordon-bleu WH2 repeat protein	protein_coding	7	51083909	51384515
ENSG00000106080	FKBP14	FK506 binding protein 14, 22 kDa	protein_coding	7	30050203	30066300
ENSG00000106086	PLEKHA8	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8	protein_coding	7	30067020	30170096
ENSG00000106089	STX1A	syntaxin 1A (brain)	protein_coding	7	73113536	73133989
ENSG00000106100	NOD1	nucleotide-binding oligomerization domain containing 1	protein_coding	7	30464143	30518400
ENSG00000106105	GARS	glycyl-tRNA synthetase	protein_coding	7	30634297	30673649
ENSG00000106113	CRHR2	corticotropin releasing hormone receptor 2	protein_coding	7	30692200	30728900
ENSG00000106123	EPHB6	EPH receptor B6	protein_coding	7	142552792	142568847
ENSG00000106125	FAM188B	family with sequence similarity 188, member B	protein_coding	7	30811033	30932002
ENSG00000106128	GHRHR	growth hormone releasing hormone receptor	protein_coding	7	30978284	31032869
ENSG00000106133	NSUN5P2	NOP2/Sun domain family, member 5 pseudogene 2	pseudogene	7	72418839	72425329
ENSG00000106144	CASP2	caspase 2, apoptosis-related cysteine peptidase	protein_coding	7	142985308	143004789
ENSG00000106153	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2	protein_coding	7	56169262	56174269
ENSG00000106178	CCL24	chemokine (C-C motif) ligand 24	protein_coding	7	75440983	75452674
ENSG00000106211	HSPB1	heat shock 27kDa protein 1	protein_coding	7	75931861	75933612
ENSG00000106236	NPTX2	neuronal pentraxin II	protein_coding	7	98246609	98259180
ENSG00000106244	PDAP1	PDGFA associated protein 1	protein_coding	7	98989671	99006263
ENSG00000106245	BUD31	BUD31 homolog (S. cerevisiae)	protein_coding	7	99006453	99013883
ENSG00000106246	PTCD1	pentatricopeptide repeat domain 1	protein_coding	7	99014362	99036539
ENSG00000106258	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	protein_coding	7	99245817	99277621
ENSG00000106261	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	protein_coding	7	99613204	99639312
ENSG00000106263	EIF3B	eukaryotic translation initiation factor 3, subunit B	protein_coding	7	2393721	2420380
ENSG00000106266	SNX8	sorting nexin 8	protein_coding	7	2291405	2393953
ENSG00000106268	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	protein_coding	7	2281857	2290781
ENSG00000106278	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	protein_coding	7	121513143	121702090
ENSG00000106290	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	protein_coding	7	99707571	99717190
ENSG00000106299	WASL	Wiskott-Aldrich syndrome-like	protein_coding	7	123321989	123389121
ENSG00000106302	HYAL4	hyaluronoglucosaminidase 4	protein_coding	7	123484299	123517532
ENSG00000106304	SPAM1	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)	protein_coding	7	123565286	123611468
ENSG00000106305	AIMP2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	protein_coding	7	6048876	6057676
ENSG00000106327	TFR2	transferrin receptor 2	protein_coding	7	100218039	100240344
ENSG00000106328	FSCN3	fascin homolog 3, actin-bundling protein, testicular (Strongylocentrotus purpuratus)	protein_coding	7	127231773	127242198
ENSG00000106330	MOSPD3	motile sperm domain containing 3	protein_coding	7	100209725	100213007
ENSG00000106333	PCOLCE	procollagen C-endopeptidase enhancer	protein_coding	7	100199800	100205798
ENSG00000106336	FBXO24	F-box protein 24	protein_coding	7	100181605	100198740
ENSG00000106341	PPP1R17	protein phosphatase 1, regulatory subunit 17	protein_coding	7	31726329	31748069
ENSG00000106344	RBM28	RNA binding motif protein 28	protein_coding	7	127937738	127983962
ENSG00000106346	USP42	ubiquitin specific peptidase 42	protein_coding	7	6144515	6201195
ENSG00000106348	IMPDH1	IMP (inosine 5'-monophosphate) dehydrogenase 1	protein_coding	7	128032331	128050306
ENSG00000106351	AGFG2	ArfGAP with FG repeats 2	protein_coding	7	100136834	100165842
ENSG00000106355	LSM5	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)	protein_coding	7	32524951	32534895
ENSG00000106366	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	protein_coding	7	100770370	100782547
ENSG00000106367	AP1S1	adaptor-related protein complex 1, sigma 1 subunit	protein_coding	7	100797678	100804877
ENSG00000106392	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	protein_coding	7	7196565	7288282
ENSG00000106397	PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	protein_coding	7	100849258	100861599
ENSG00000106399	RPA3	replication protein A3, 14kDa	protein_coding	7	7676149	7758238
ENSG00000106400	ZNHIT1	zinc finger, HIT-type containing 1	protein_coding	7	100860955	100867471
ENSG00000106404	CLDN15	claudin 15	protein_coding	7	100875373	100882101
