ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	n	p.HMP	p.EBM	P	log10maxP
ENSG00000111737	RAB35	RAB35, member RAS oncogene family	protein_coding	12	120532899	120555306	5	0.763694752048678	0.935486922506173	0.935486922506173	0.0289622792736492
ENSG00000111752	PHC1	polyhomeotic homolog 1 (Drosophila)	protein_coding	12	9066492	9092958	19	0.961337871309161	0.789910711924378	0.961337871309161	0.0171239485891822
ENSG00000111775	COX6A1	cytochrome c oxidase subunit VIa polypeptide 1	protein_coding	12	120875893	120878545	3	0.592557057906874	0.634957633922396	0.634957633922396	0.197255251034854
ENSG00000111786	SRSF9	serine/arginine-rich splicing factor 9	protein_coding	12	120899471	120907596	3	0.583636516797015	0.588360407991406	0.588360407991406	0.230356559549839
ENSG00000111788	RP11-22B23.1		pseudogene	12	9429831	9466684	50	0.292776985040586	0.125928507158904	0.292776985040586	0.533463065806011
ENSG00000111790	FGFR1OP2	FGFR1 oncogene partner 2	protein_coding	12	27091316	27119583	4	0.39281703892177	0.360725956647826	0.39281703892177	0.405809682419686
ENSG00000111796	KLRB1	killer cell lectin-like receptor subfamily B, member 1	protein_coding	12	9747147	9760482	4	0.408064976857745	0.370481426025689	0.408064976857745	0.389270677978834
ENSG00000111799	COL12A1	collagen, type XII, alpha 1	protein_coding	6	75794042	75915767	5	0.320805049145552	0.25067510462249	0.320805049145552	0.493758804980159
ENSG00000111801	BTN3A3	butyrophilin, subfamily 3, member A3	protein_coding	6	26440700	26453643	19	0.210663139042971	0.174449030487094	0.210663139042971	0.676411448780627
ENSG00000111802	TDP2	tyrosyl-DNA phosphodiesterase 2	protein_coding	6	24650205	24667261	13	0.630857317270788	0.696164205306934	0.696164205306934	0.157288310608357
ENSG00000111816	FRK	fyn-related kinase	protein_coding	6	116252312	116381921	22	0.00112991499271343	4.54934448008411e-07	0.00112991499271343	2.94695422871497
ENSG00000111817	DSE	dermatan sulfate epimerase	protein_coding	6	116575336	116762424	11	0.000226716686649419	0.000919596977133904	0.000919596977133904	3.03640246499761
ENSG00000111832	RWDD1	RWD domain containing 1	protein_coding	6	116892530	116918838	16	0.601230218043604	0.457335647333676	0.601230218043604	0.220959199742167
ENSG00000111834	RSPH4A	radial spoke head 4 homolog A (Chlamydomonas)	protein_coding	6	116937642	116954148	23	0.211447676892816	0.341902970843999	0.341902970843999	0.466097125539908
ENSG00000111837	MAK	male germ cell-associated kinase	protein_coding	6	10762956	10838764	5	0.523914174119545	0.469135043545494	0.523914174119545	0.280739851869607
ENSG00000111843	TMEM14C	transmembrane protein 14C	protein_coding	6	10723148	10731362	5	0.175247972117317	0.172312727967323	0.175247972117317	0.756346998772743
ENSG00000111845	PAK1IP1	PAK1 interacting protein 1	protein_coding	6	10694928	10710015	7	0.541918101200884	0.407765145786112	0.541918101200884	0.266066342399
ENSG00000111846	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	protein_coding	6	10492456	10629601	13	0.355340389519574	0.269687124247319	0.355340389519574	0.44935542592314
ENSG00000111850	SMIM8	small integral membrane protein 8	protein_coding	6	88032393	88052043	40	0.0851863433565951	0.0815486345138582	0.0851863433565951	1.06963002354622
ENSG00000111859	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	protein_coding	6	11183531	11382581	7	0.77986920323403	0.781592930025743	0.781592930025743	0.107019377724153
ENSG00000111860	CEP85L	centrosomal protein 85kDa-like	protein_coding	6	118781935	119031238	16	0.0499664523066063	0.132838691462611	0.132838691462611	0.876675411102607
ENSG00000111863	ADTRP	androgen-dependent TFPI-regulating protein	protein_coding	6	11712287	11807279	7	0.750075540686923	0.740269993305814	0.750075540686923	0.12489499627306
ENSG00000111875	ASF1A	anti-silencing function 1A histone chaperone	protein_coding	6	119215521	119230332	6	0.679942290436235	0.729168013737076	0.729168013737076	0.137172390705716
ENSG00000111877	MCM9	minichromosome maintenance complex component 9	protein_coding	6	119134605	119256327	19	0.0499794318944308	0.0928269833042151	0.0928269833042151	1.0323257630404
ENSG00000111879	FAM184A	family with sequence similarity 184, member A	protein_coding	6	119280928	119470552	19	0.581730958008859	0.592508229275967	0.592508229275967	0.227305613411827
ENSG00000111880	RNGTT	RNA guanylyltransferase and 5'-phosphatase	protein_coding	6	89319985	89673348	17	0.273520253507192	0.055981324265388	0.273520253507192	0.563010509693461
ENSG00000111885	MAN1A1	mannosidase, alpha, class 1A, member 1	protein_coding	6	119498374	119670926	7	0.185414760926277	0.0807107373318745	0.185414760926277	0.731855694497624
ENSG00000111886	GABRR2	gamma-aminobutyric acid (GABA) A receptor, rho 2	protein_coding	6	89967239	90025018	38	0.5867394801799	0.277574240546326	0.5867394801799	0.231554688249654
ENSG00000111897	SERINC1	serine incorporator 1	protein_coding	6	122764499	122792967	4	0.000894202483560362	0.000648724151613609	0.000894202483560362	3.04856412825566
ENSG00000111906	HDDC2	HD domain containing 2	protein_coding	6	125542991	125623282	36	0.652584340822485	0.454885896613559	0.652584340822485	0.185363351596227
ENSG00000111907	TPD52L1	tumor protein D52-like 1	protein_coding	6	125440195	125585553	18	0.593877350118841	0.581608292413767	0.593877350118841	0.226303237959183
ENSG00000111911	HINT3	histidine triad nucleotide binding protein 3	protein_coding	6	126277927	126301387	3	0.691252342602092	0.76487120236884	0.76487120236884	0.116411690087959
ENSG00000111912	NCOA7	nuclear receptor coactivator 7	protein_coding	6	126102307	126252266	8	0.529245952878791	0.771049518974483	0.771049518974483	0.112917729437019
ENSG00000111913	FAM65B	family with sequence similarity 65, member B	protein_coding	6	24804513	24936188	10	0.00641837708409523	0.0695274974914246	0.0695274974914246	1.15784340192783
ENSG00000111961	SASH1	SAM and SH3 domain containing 1	protein_coding	6	148593440	148873186	9	0.0375100895507429	0.024371619749495	0.0375100895507429	1.42585189902318
ENSG00000111962	UST	uronyl-2-sulfotransferase	protein_coding	6	149068464	149398126	20	0.801287046786473	0.59039236448244	0.801287046786473	0.0962118777938793
ENSG00000111981	ULBP1	UL16 binding protein 1	protein_coding	6	150285143	150294846	11	0.379217750311652	0.239328036816006	0.379217750311652	0.421111342531274
ENSG00000112029	FBXO5	F-box protein 5	protein_coding	6	153291664	153304714	3	0.627171445378578	0.714580697416067	0.714580697416067	0.145948719338323
ENSG00000112031	MTRF1L	mitochondrial translational release factor 1-like	protein_coding	6	153308497	153323820	48	0.998783414741495	0.706994982668474	0.998783414741495	0.000528677920662762
ENSG00000112033	PPARD	peroxisome proliferator-activated receptor delta	protein_coding	6	35310335	35395968	4	0.563094099815251	0.710144353837398	0.710144353837398	0.148653361558728
ENSG00000112038	OPRM1	opioid receptor, mu 1	protein_coding	6	154331631	154568001	3	0.247375956892311	0.352829147094347	0.352829147094347	0.452435545140643
ENSG00000112039	FANCE	Fanconi anemia, complementation group E	protein_coding	6	35420138	35434880	4	0.655275091750897	0.7078675928242	0.7078675928242	0.150047969829348
ENSG00000112041	TULP1	tubby like protein 1	protein_coding	6	35465651	35480715	15	0.831146437583687	0.612225769551325	0.831146437583687	0.0803224522306792
ENSG00000112053	SLC26A8	solute carrier family 26 (anion exchanger), member 8	protein_coding	6	35911291	35992645	27	0.104207797267342	0.0518263246058808	0.104207797267342	0.982099784074034
ENSG00000112062	MAPK14	mitogen-activated protein kinase 14	protein_coding	6	35995488	36079013	8	0.379195240167966	0.277759875663038	0.379195240167966	0.421137122762666
ENSG00000112077	RHAG	Rh-associated glycoprotein	protein_coding	6	49572871	49604552	2	0.552475285555178	0.567202130975389	0.567202130975389	0.246262146179866
ENSG00000112078	KCTD20	potassium channel tetramerization domain containing 20	protein_coding	6	36410667	36458920	5	0.587497586466166	0.48363527429157	0.587497586466166	0.230993913203595
ENSG00000112079	STK38	serine/threonine kinase 38	protein_coding	6	36461669	36515247	10	0.451546211124579	0.711305420790065	0.711305420790065	0.147943881573143
ENSG00000112081	SRSF3	serine/arginine-rich splicing factor 3	protein_coding	6	36562145	36573377	2	0.595997463896271	0.72674332857193	0.72674332857193	0.13861894631735
ENSG00000112096	SOD2	superoxide dismutase 2, mitochondrial	protein_coding	6	160090089	160183510	4	0.11563244066817	0.065749154537452	0.11563244066817	0.936920307553166
ENSG00000112110	MRPL18	mitochondrial ribosomal protein L18	protein_coding	6	160210844	160219468	36	0.873629771786063	0.403270169316298	0.873629771786063	0.0586725743851143
ENSG00000112116	IL17F	interleukin 17F	protein_coding	6	52101479	52109335	2	0.458725729746051	0.461654576410254	0.461654576410254	0.335682854894068
ENSG00000112118	MCM3	minichromosome maintenance complex component 3	protein_coding	6	52128807	52149679	10	0.00592210435433977	0.240494238894569	0.240494238894569	0.618895322808928
ENSG00000112130	RNF8	ring finger protein 8, E3 ubiquitin protein ligase	protein_coding	6	37321748	37362514	26	0.806629593633877	0.557422723714155	0.806629593633877	0.0933258486362036
ENSG00000112137	PHACTR1	phosphatase and actin regulator 1	protein_coding	6	12717893	13288645	21	0.0255241842404575	0.0467488234659639	0.0467488234659639	1.33022931460257
ENSG00000112139	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1	protein_coding	6	37600284	37667082	39	0.58905678552636	0.234443233834554	0.58905678552636	0.22984283687332
ENSG00000112144	ICK	intestinal cell (MAK-like) kinase	protein_coding	6	52866077	52926600	7	0.00393197521257062	0.00608211266640195	0.00608211266640195	2.21594553915021
ENSG00000112146	FBXO9	F-box protein 9	protein_coding	6	52916789	52965671	5	0.0555091418402149	0.0391017290052767	0.0555091418402149	1.25563548671858
ENSG00000112149	CD83	CD83 molecule	protein_coding	6	14117872	14137149	14	0.939074241420975	0.751643100139271	0.939074241420975	0.0273000718820215
ENSG00000112159	MDN1	MDN1, midasin homolog (yeast)	protein_coding	6	90352218	90529442	12	0.576045630962438	0.384297768634295	0.576045630962438	0.239543112947854
ENSG00000112164	GLP1R	glucagon-like peptide 1 receptor	protein_coding	6	39016574	39055519	9	0.593319084298633	0.467569716410144	0.593319084298633	0.226711682216584
ENSG00000112167	SAYSD1	SAYSVFN motif domain containing 1	protein_coding	6	39071840	39082965	12	0.408347389655447	0.338532531033758	0.408347389655447	0.38897021627692
ENSG00000112175	BMP5	bone morphogenetic protein 5	protein_coding	6	55618443	55740362	5	0.710418139614538	0.691189902250751	0.710418139614538	0.148485957936212
ENSG00000112182	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2	protein_coding	6	90636248	91006627	4	0.799772501716168	0.967908987488989	0.967908987488989	0.0141654774948959
ENSG00000112183	RBM24	RNA binding motif protein 24	protein_coding	6	17281577	17294106	3	0.404647544938191	0.404196899121292	0.404647544938191	0.392923090197985
ENSG00000112186	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)	protein_coding	6	17393447	17558023	6	0.533794646125796	0.419903363308246	0.533794646125796	0.272625786430272
ENSG00000112195	TREML2	triggering receptor expressed on myeloid cells-like 2	protein_coding	6	41158015	41168932	2	0.651183122265143	0.776282219329175	0.776282219329175	0.109980361196701
ENSG00000112200	ZNF451	zinc finger protein 451	protein_coding	6	56951642	57034990	4	0.716809351177155	0.763276830465381	0.763276830465381	0.117317920578911
ENSG00000112208	BAG2	BCL2-associated athanogene 2	protein_coding	6	57037221	57053606	6	0.650634714606094	0.666211432861291	0.666211432861291	0.176387918648795
ENSG00000112210	RAB23	RAB23, member RAS oncogene family	protein_coding	6	57054632	57087078	8	0.885660917799643	0.929457864700113	0.929457864700113	0.0317702934047314
ENSG00000112212	TSPO2	translocator protein 2	protein_coding	6	41010293	41012076	4	0.0947951047528579	0.0590469933878959	0.0947951047528579	1.0232140891779
ENSG00000112214	FHL5	four and a half LIM domains 5	protein_coding	6	97010424	97064512	3	0.574506207856632	0.654454968792245	0.654454968792245	0.184120230668383
ENSG00000112218	GPR63	G protein-coupled receptor 63	protein_coding	6	97242002	97285353	23	0.402832521808859	0.299319982454194	0.402832521808859	0.394875474881139
ENSG00000112232	KHDRBS2	KH domain containing, RNA binding, signal transduction associated 2	protein_coding	6	62389865	62996132	11	0.836482866960634	0.745813897435454	0.836482866960634	0.0775429499324968
ENSG00000112234	FBXL4	F-box and leucine-rich repeat protein 4	protein_coding	6	99316420	99395849	13	0.0311848069341154	0.0108017919263675	0.0311848069341154	1.50605694033204
ENSG00000112237	CCNC	cyclin C	protein_coding	6	99990256	100014914	5	0.419787270740537	0.301554817575356	0.419787270740537	0.376970734717314
ENSG00000112242	E2F3	E2F transcription factor 3	protein_coding	6	20402398	20493941	2	0.45470064336742	0.382281485592047	0.45470064336742	0.34227443130023
ENSG00000112245	PTP4A1	protein tyrosine phosphatase type IVA, member 1	protein_coding	6	64231666	64293492	6	0.526747823798329	0.636186730488148	0.636186730488148	0.19641539360004
ENSG00000112246	SIM1	single-minded family bHLH transcription factor 1	protein_coding	6	100832891	100912805	2	0.47395924452983	0.445981538188375	0.47395924452983	0.324259001441487
ENSG00000112249	ASCC3	activating signal cointegrator 1 complex subunit 3	protein_coding	6	100956070	101329248	19	0.845342944119779	0.555316886642096	0.845342944119779	0.0729670679455432
ENSG00000112276	BVES	blood vessel epicardial substance	protein_coding	6	105544697	105585049	20	0.962665808720022	0.941149485575669	0.962665808720022	0.0165244528736463
ENSG00000112280	COL9A1	collagen, type IX, alpha 1	protein_coding	6	70924764	71012786	12	0.565781748344047	0.312841546771405	0.565781748344047	0.247351066637454
ENSG00000112282	MED23	mediator complex subunit 23	protein_coding	6	131895106	131949369	5	0.734141612702579	0.701615483245798	0.734141612702579	0.134220158499161
ENSG00000112290	WASF1	WAS protein family, member 1	protein_coding	6	110421022	110501207	21	0.476907931579843	0.282646300397376	0.476907931579843	0.321565454641591
ENSG00000112293	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	protein_coding	6	24428405	24489850	22	0.966472334855988	0.974745496683402	0.974745496683402	0.0111087625724635
ENSG00000112294	ALDH5A1	aldehyde dehydrogenase 5 family, member A1	protein_coding	6	24495080	24537435	25	0.980599095907449	0.768800364886833	0.980599095907449	0.0085085115003923
ENSG00000112297	AIM1	absent in melanoma 1	protein_coding	6	106959730	107018326	13	0.903072951904411	0.977965139182397	0.977965139182397	0.00967662591848879
ENSG00000112299	VNN1	vanin 1	protein_coding	6	133002729	133035188	17	0.974780745837674	0.875537064778594	0.974780745837674	0.0110930577177559
ENSG00000112303	VNN2	vanin 2	protein_coding	6	133065009	133084598	24	0.973033070123905	0.690613788045335	0.973033070123905	0.011872399270945
ENSG00000112304	ACOT13	acyl-CoA thioesterase 13	protein_coding	6	24667263	24705088	17	0.0751355271419203	0.0670109051276725	0.0751355271419203	1.12415466228569
ENSG00000112305	SMAP1	small ArfGAP 1	protein_coding	6	71377479	71571718	6	0.390012601453591	0.228978729764368	0.390012601453591	0.408921360529028
ENSG00000112306	RPS12	ribosomal protein S12	protein_coding	6	133135580	133138703	6	0.288994385125511	0.453702501423698	0.453702501423698	0.343228826307018
ENSG00000112308	C6orf62	chromosome 6 open reading frame 62	protein_coding	6	24705294	24721064	37	0.99685766282262	0.883221753569411	0.99685766282262	0.00136684837213465
ENSG00000112309	B3GAT2	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)	protein_coding	6	71566382	71666741	15	0.272784127889848	0.134026912161009	0.272784127889848	0.564180902968612
ENSG00000112312	GMNN	geminin, DNA replication inhibitor	protein_coding	6	24775159	24786327	5	0.694961215941759	0.80026434790838	0.80026434790838	0.0967665306651467
ENSG00000112319	EYA4	eyes absent homolog 4 (Drosophila)	protein_coding	6	133561736	133853258	13	0.546263746669478	0.466472976986432	0.546263746669478	0.262597620909248
ENSG00000112320	SOBP	sine oculis binding protein homolog (Drosophila)	protein_coding	6	107811162	107981357	5	0.216275990614675	0.231731022174859	0.231731022174859	0.635015822673086
ENSG00000112335	SNX3	sorting nexin 3	protein_coding	6	108532426	108582464	3	0.201332887059347	0.132849013884761	0.201332887059347	0.696085278753553
ENSG00000112339	HBS1L	HBS1-like (S. cerevisiae)	protein_coding	6	135281516	135424194	38	0.952918498953497	0.543614594158979	0.952918498953497	0.0209442420357246
