ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	meanTwasZscore
ENSG00000111249	CUX2	cut-like homeobox 2 [Source:HGNC Symbol;Acc:19347]	protein_coding	12	111471828	111788358	-1.56475
ENSG00000111252	SH2B3	SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:29605]	protein_coding	12	111843752	111889427	1.12126
ENSG00000111254	AKAP3	A kinase (PRKA) anchor protein 3 [Source:HGNC Symbol;Acc:373]	protein_coding	12	4724674	4758213	0.563735739130435
ENSG00000111261	MANSC1	MANSC domain containing 1 [Source:HGNC Symbol;Acc:25505]	protein_coding	12	12482198	12503475	0.27865
ENSG00000111262	KCNA1	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia) [Source:HGNC Symbol;Acc:6218]	protein_coding	12	5019071	5040527	-0.235075
ENSG00000111266	DUSP16	dual specificity phosphatase 16 [Source:HGNC Symbol;Acc:17909]	protein_coding	12	12628829	12715317	0.35376
ENSG00000111269	CREBL2	cAMP responsive element binding protein-like 2 [Source:HGNC Symbol;Acc:2350]	protein_coding	12	12764761	12798042	0.145136666666667
ENSG00000111271	ACAD10	acyl-CoA dehydrogenase family, member 10 [Source:HGNC Symbol;Acc:21597]	protein_coding	12	112123857	112194903	-0.850905
ENSG00000111275	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial) [Source:HGNC Symbol;Acc:404]	protein_coding	12	112204691	112247782	0.991604380952381
ENSG00000111291	GPRC5D	G protein-coupled receptor, family C, group 5, member D [Source:HGNC Symbol;Acc:13310]	protein_coding	12	13093709	13105081	1.135692
ENSG00000111300	NAA25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit [Source:HGNC Symbol;Acc:25783]	protein_coding	12	112464500	112546826	-1.00052669230769
ENSG00000111305	GSG1	germ cell associated 1 [Source:HGNC Symbol;Acc:19716]	protein_coding	12	13236494	13256619	-1.266831
ENSG00000111321	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3) [Source:HGNC Symbol;Acc:6718]	protein_coding	12	6484391	6500729	-2.22035803030303
ENSG00000111325	OGFOD2	2-oxoglutarate and iron-dependent oxygenase domain containing 2 [Source:HGNC Symbol;Acc:25823]	protein_coding	12	123459230	123463444	-0.0490848333333333
ENSG00000111328	CDK2AP1	cyclin-dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:14002]	protein_coding	12	123746031	123756881	0.778083178571429
ENSG00000111331	OAS3	2'-5'-oligoadenylate synthetase 3, 100kDa [Source:HGNC Symbol;Acc:8088]	protein_coding	12	113376157	113411054	-0.333330333333333
ENSG00000111335	OAS2	2'-5'-oligoadenylate synthetase 2, 69/71kDa [Source:HGNC Symbol;Acc:8087]	protein_coding	12	113416200	113449528	-1.505327
ENSG00000111339	ART4	ADP-ribosyltransferase 4 (Dombrock blood group) [Source:HGNC Symbol;Acc:726]	protein_coding	12	14978503	14996429	1.3906
ENSG00000111341	MGP	matrix Gla protein [Source:HGNC Symbol;Acc:7060]	protein_coding	12	15034115	15038860	0.4204085
ENSG00000111344	RASAL1	RAS protein activator like 1 (GAP1 like) [Source:HGNC Symbol;Acc:9873]	protein_coding	12	113536624	113574044	0.177897666666667
ENSG00000111348	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta [Source:HGNC Symbol;Acc:679]	protein_coding	12	15094951	15114662	0.296386
ENSG00000111358	GTF2H3	general transcription factor IIH, polypeptide 3, 34kDa [Source:HGNC Symbol;Acc:4657]	protein_coding	12	124118375	124147153	-0.345668
ENSG00000111361	EIF2B1	eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa [Source:HGNC Symbol;Acc:3257]	protein_coding	12	124105489	124118313	0.723522875
ENSG00000111364	DDX55	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55 [Source:HGNC Symbol;Acc:20085]	protein_coding	12	124086646	124104952	-0.221163380952381
ENSG00000111371	SLC38A1	solute carrier family 38, member 1 [Source:HGNC Symbol;Acc:13447]	protein_coding	12	46576846	46663800	0.287913333333333
ENSG00000111404	RERGL	RERG/RAS-like [Source:HGNC Symbol;Acc:26213]	protein_coding	12	18233803	18473041	1.8757
ENSG00000111405	ENDOU	endonuclease, polyU-specific [Source:HGNC Symbol;Acc:14369]	protein_coding	12	48103517	48119350	0.0430922857142857
ENSG00000111412	C12orf49	chromosome 12 open reading frame 49 [Source:HGNC Symbol;Acc:26128]	protein_coding	12	117153593	117175875	-1.062145
ENSG00000111424	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor [Source:HGNC Symbol;Acc:12679]	protein_coding	12	48235320	48336831	-0.811347333333333
ENSG00000111432	FZD10	frizzled family receptor 10 [Source:HGNC Symbol;Acc:4039]	protein_coding	12	130647004	130650285	-1.1217215
ENSG00000111445	RFC5	replication factor C (activator 1) 5, 36.5kDa [Source:HGNC Symbol;Acc:9973]	protein_coding	12	118451393	118470423	-0.279465
ENSG00000111450	STX2	syntaxin 2 [Source:HGNC Symbol;Acc:3403]	protein_coding	12	131274145	131323811	1.20800937142857
ENSG00000111452	GPR133	G protein-coupled receptor 133 [Source:HGNC Symbol;Acc:19893]	protein_coding	12	131438452	131626014	0.7698376
ENSG00000111481	COPZ1	coatomer protein complex, subunit zeta 1 [Source:HGNC Symbol;Acc:2243]	protein_coding	12	54694986	54745633	0.68714
ENSG00000111490	TBC1D30	TBC1 domain family, member 30 [Source:HGNC Symbol;Acc:29164]	protein_coding	12	65174589	65274812	-0.360786666666667
ENSG00000111530	CAND1	cullin-associated and neddylation-dissociated 1 [Source:HGNC Symbol;Acc:30688]	protein_coding	12	67663061	67713731	0.737158333333333
ENSG00000111536	IL26	interleukin 26 [Source:HGNC Symbol;Acc:17119]	protein_coding	12	68595131	68619601	2.43398
ENSG00000111540	RAB5B	RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:9784]	protein_coding	12	56367697	56388490	0.1406
ENSG00000111554	MDM1	Mdm1 nuclear protein homolog (mouse) [Source:HGNC Symbol;Acc:29917]	protein_coding	12	68666223	68726161	0.896452333333333
ENSG00000111581	NUP107	nucleoporin 107kDa [Source:HGNC Symbol;Acc:29914]	protein_coding	12	69080514	69136785	0.691098533333333
ENSG00000111596	CNOT2	CCR4-NOT transcription complex, subunit 2 [Source:HGNC Symbol;Acc:7878]	protein_coding	12	70636774	70748773	-0.954528444444444
ENSG00000111615	KRR1	KRR1, small subunit (SSU) processome component, homolog (yeast) [Source:HGNC Symbol;Acc:5176]	protein_coding	12	75890684	75905401	-1.37108775
ENSG00000111639	MRPL51	mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:14044]	protein_coding	12	6601150	6602521	0.68279325
ENSG00000111640	GAPDH	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:4141]	protein_coding	12	6643093	6647537	0.69984525
ENSG00000111642	CHD4	chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:1919]	protein_coding	12	6679249	6716642	-1.080726
ENSG00000111644	ACRBP	acrosin binding protein [Source:HGNC Symbol;Acc:17195]	protein_coding	12	6747241	6756626	0.22272
ENSG00000111647	UHRF1BP1L	UHRF1 binding protein 1-like [Source:HGNC Symbol;Acc:29102]	protein_coding	12	100422233	100536626	0.10989125
ENSG00000111652	COPS7A	COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:16758]	protein_coding	12	6832907	6841041	-1.496206
ENSG00000111664	GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3 [Source:HGNC Symbol;Acc:4400]	protein_coding	12	6949375	6956557	-0.252931117647059
ENSG00000111665	CDCA3	cell division cycle associated 3 [Source:HGNC Symbol;Acc:14624]	protein_coding	12	6953957	6961230	-0.624758545454545
ENSG00000111666	CHPT1	choline phosphotransferase 1 [Source:HGNC Symbol;Acc:17852]	protein_coding	12	102090725	102137918	-0.674965581395349
ENSG00000111667	USP5	ubiquitin specific peptidase 5 (isopeptidase T) [Source:HGNC Symbol;Acc:12628]	protein_coding	12	6961292	6975793	-0.3853
ENSG00000111670	GNPTAB	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits [Source:HGNC Symbol;Acc:29670]	protein_coding	12	102139275	102224716	0.56860325
ENSG00000111671	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2 [Source:HGNC Symbol;Acc:29522]	protein_coding	12	6980113	6998522	0.949026304347826
ENSG00000111676	ATN1	atrophin 1 [Source:HGNC Symbol;Acc:3033]	protein_coding	12	7033626	7051484	-1.02187866666667
ENSG00000111678	C12orf57	chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:29521]	protein_coding	12	7052596	7055166	-0.38396
ENSG00000111696	NT5DC3	5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:30826]	protein_coding	12	104164231	104234975	1.24693135483871
ENSG00000111700	SLCO1B3	solute carrier organic anion transporter family, member 1B3 [Source:HGNC Symbol;Acc:10961]	protein_coding	12	20963636	21069658	0.0557895
ENSG00000111707	SUDS3	suppressor of defective silencing 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29545]	protein_coding	12	118814185	118855840	0.472627529411765
ENSG00000111711	GOLT1B	golgi transport 1B [Source:HGNC Symbol;Acc:20175]	protein_coding	12	21654715	21671342	1.72803446153846
ENSG00000111713	GYS2	glycogen synthase 2 (liver) [Source:HGNC Symbol;Acc:4707]	protein_coding	12	21689123	21757781	1.947715
ENSG00000111716	LDHB	lactate dehydrogenase B [Source:HGNC Symbol;Acc:6541]	protein_coding	12	21788276	21910791	-0.66019
ENSG00000111725	PRKAB1	protein kinase, AMP-activated, beta 1 non-catalytic subunit [Source:HGNC Symbol;Acc:9378]	protein_coding	12	120105558	120119435	1.21098009090909
ENSG00000111726	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase [Source:HGNC Symbol;Acc:18290]	protein_coding	12	22199108	22218608	-1.25321
ENSG00000111727	HCFC2	host cell factor C2 [Source:HGNC Symbol;Acc:24972]	protein_coding	12	104458235	104498639	-1.2686
ENSG00000111728	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:10869]	protein_coding	12	22216707	22589975	0.045994
ENSG00000111731	C2CD5	C2 calcium-dependent domain containing 5 [Source:HGNC Symbol;Acc:29062]	protein_coding	12	22601517	22697480	0.111346
ENSG00000111737	RAB35	RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:9774]	protein_coding	12	120532899	120555306	0.602257
ENSG00000111775	COX6A1	cytochrome c oxidase subunit VIa polypeptide 1 [Source:HGNC Symbol;Acc:2277]	protein_coding	12	120875893	120878545	0.708381
ENSG00000111785	RIC8B	RIC8 guanine nucleotide exchange factor B [Source:HGNC Symbol;Acc:25555]	protein_coding	12	107168373	107283090	-0.96841
ENSG00000111786	SRSF9	serine/arginine-rich splicing factor 9 [Source:HGNC Symbol;Acc:10791]	protein_coding	12	120899471	120907596	-0.252855
ENSG00000111790	FGFR1OP2	FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:23098]	protein_coding	12	27091316	27119583	1.97013
ENSG00000111799	COL12A1	collagen, type XII, alpha 1 [Source:HGNC Symbol;Acc:2188]	protein_coding	6	75794042	75915767	0.8681
ENSG00000111801	BTN3A3	butyrophilin, subfamily 3, member A3 [Source:HGNC Symbol;Acc:1140]	protein_coding	6	26440700	26453643	0.26105075
ENSG00000111802	TDP2	tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:17768]	protein_coding	6	24650205	24667261	0.511575818181818
ENSG00000111816	FRK	fyn-related kinase [Source:HGNC Symbol;Acc:3955]	protein_coding	6	116252312	116381921	0.76870904
ENSG00000111817	DSE	dermatan sulfate epimerase [Source:HGNC Symbol;Acc:21144]	protein_coding	6	116575336	116762424	-1.51093281818182
ENSG00000111832	RWDD1	RWD domain containing 1 [Source:HGNC Symbol;Acc:20993]	protein_coding	6	116892530	116918838	-0.0429412666666667
ENSG00000111834	RSPH4A	radial spoke head 4 homolog A (Chlamydomonas) [Source:HGNC Symbol;Acc:21558]	protein_coding	6	116937642	116954148	-0.153068
ENSG00000111837	MAK	male germ cell-associated kinase [Source:HGNC Symbol;Acc:6816]	protein_coding	6	10762956	10838764	1.8229615
ENSG00000111843	TMEM14C	transmembrane protein 14C [Source:HGNC Symbol;Acc:20952]	protein_coding	6	10723148	10731362	-0.24218
ENSG00000111845	PAK1IP1	PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:20882]	protein_coding	6	10694928	10710015	0.5830805
ENSG00000111846	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) [Source:HGNC Symbol;Acc:4204]	protein_coding	6	10492456	10629601	-0.615004166666667
ENSG00000111850	SMIM8	small integral membrane protein 8 [Source:HGNC Symbol;Acc:21401]	protein_coding	6	88032393	88052043	-1.3932068
ENSG00000111859	NEDD9	neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:7733]	protein_coding	6	11183531	11382581	-0.373235
ENSG00000111860	CEP85L	centrosomal protein 85kDa-like [Source:HGNC Symbol;Acc:21638]	protein_coding	6	118781935	119031238	0.00517163636363636
ENSG00000111863	ADTRP	androgen-dependent TFPI-regulating protein [Source:HGNC Symbol;Acc:21214]	protein_coding	6	11712287	11807279	-0.5565275
ENSG00000111875	ASF1A	anti-silencing function 1A histone chaperone [Source:HGNC Symbol;Acc:20995]	protein_coding	6	119215521	119230332	0.0529994999999999
ENSG00000111877	MCM9	minichromosome maintenance complex component 9 [Source:HGNC Symbol;Acc:21484]	protein_coding	6	119134605	119256327	-0.1598083125
ENSG00000111879	FAM184A	family with sequence similarity 184, member A [Source:HGNC Symbol;Acc:20991]	protein_coding	6	119280928	119470552	0.2755755
ENSG00000111880	RNGTT	RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:10073]	protein_coding	6	89319985	89673348	1.30176292307692
ENSG00000111885	MAN1A1	mannosidase, alpha, class 1A, member 1 [Source:HGNC Symbol;Acc:6821]	protein_coding	6	119498374	119670926	-0.226009
ENSG00000111886	GABRR2	gamma-aminobutyric acid (GABA) A receptor, rho 2 [Source:HGNC Symbol;Acc:4091]	protein_coding	6	89967239	90025018	0.5354589375
ENSG00000111897	SERINC1	serine incorporator 1 [Source:HGNC Symbol;Acc:13464]	protein_coding	6	122764499	122792967	-0.118911571428571
ENSG00000111906	HDDC2	HD domain containing 2 [Source:HGNC Symbol;Acc:21078]	protein_coding	6	125542991	125623282	0.371932514285714
ENSG00000111907	TPD52L1	tumor protein D52-like 1 [Source:HGNC Symbol;Acc:12006]	protein_coding	6	125440195	125585553	-0.3807476
ENSG00000111911	HINT3	histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:18468]	protein_coding	6	126277927	126301387	-0.214035
ENSG00000111912	NCOA7	nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:21081]	protein_coding	6	126102307	126252266	0.00169333333333333
ENSG00000111913	FAM65B	family with sequence similarity 65, member B [Source:HGNC Symbol;Acc:13872]	protein_coding	6	24804513	24936188	-0.303725
ENSG00000111961	SASH1	SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:19182]	protein_coding	6	148593440	148873186	-0.1815735
ENSG00000111962	UST	uronyl-2-sulfotransferase [Source:HGNC Symbol;Acc:17223]	protein_coding	6	149068464	149398126	0.454904
ENSG00000111981	ULBP1	UL16 binding protein 1 [Source:HGNC Symbol;Acc:14893]	protein_coding	6	150285143	150294846	0.795276
ENSG00000112029	FBXO5	F-box protein 5 [Source:HGNC Symbol;Acc:13584]	protein_coding	6	153291664	153304714	0.25439
ENSG00000112031	MTRF1L	mitochondrial translational release factor 1-like [Source:HGNC Symbol;Acc:21051]	protein_coding	6	153308497	153323820	-0.000334148936170216
ENSG00000112033	PPARD	peroxisome proliferator-activated receptor delta [Source:HGNC Symbol;Acc:9235]	protein_coding	6	35310335	35395968	-0.200598
ENSG00000112038	OPRM1	opioid receptor, mu 1 [Source:HGNC Symbol;Acc:8156]	protein_coding	6	154331631	154568001	-0.685098
ENSG00000112039	FANCE	Fanconi anemia, complementation group E [Source:HGNC Symbol;Acc:3586]	protein_coding	6	35420138	35434880	-0.86936
ENSG00000112041	TULP1	tubby like protein 1 [Source:HGNC Symbol;Acc:12423]	protein_coding	6	35465651	35480715	-0.098932
ENSG00000112053	SLC26A8	solute carrier family 26 (anion exchanger), member 8 [Source:HGNC Symbol;Acc:14468]	protein_coding	6	35911291	35992645	1.55038018518519
ENSG00000112062	MAPK14	mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:6876]	protein_coding	6	35995488	36079013	0.924421666666667
ENSG00000112077	RHAG	Rh-associated glycoprotein [Source:HGNC Symbol;Acc:10006]	protein_coding	6	49572871	49604552	0.38564
ENSG00000112078	KCTD20	potassium channel tetramerization domain containing 20 [Source:HGNC Symbol;Acc:21052]	protein_coding	6	36410667	36458920	-0.8082132
ENSG00000112079	STK38	serine/threonine kinase 38 [Source:HGNC Symbol;Acc:17847]	protein_coding	6	36461669	36515247	-0.91696925
ENSG00000112081	SRSF3	serine/arginine-rich splicing factor 3 [Source:HGNC Symbol;Acc:10785]	protein_coding	6	36562145	36573377	1.391
ENSG00000112096	SOD2	superoxide dismutase 2, mitochondrial [Source:HGNC Symbol;Acc:11180]	protein_coding	6	160090089	160183510	0.497985
ENSG00000112110	MRPL18	mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:14477]	protein_coding	6	160210844	160219468	1.14788734210526
ENSG00000112116	IL17F	interleukin 17F [Source:HGNC Symbol;Acc:16404]	protein_coding	6	52101479	52109335	2.005071
ENSG00000112118	MCM3	minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:6945]	protein_coding	6	52128807	52149679	0.714153333333333
ENSG00000112130	RNF8	ring finger protein 8, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:10071]	protein_coding	6	37321748	37362514	0.402640047619048
ENSG00000112137	PHACTR1	phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:20990]	protein_coding	6	12717893	13288645	0.0774862727272727
ENSG00000112139	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:HGNC Symbol;Acc:19267]	protein_coding	6	37600284	37667082	1.24333013793103
ENSG00000112144	ICK	intestinal cell (MAK-like) kinase [Source:HGNC Symbol;Acc:21219]	protein_coding	6	52866077	52926600	1.50364766666667
ENSG00000112146	FBXO9	F-box protein 9 [Source:HGNC Symbol;Acc:13588]	protein_coding	6	52916789	52965671	1.44218733333333
ENSG00000112149	CD83	CD83 molecule [Source:HGNC Symbol;Acc:1703]	protein_coding	6	14117872	14137149	0.681490333333333
ENSG00000112159	MDN1	MDN1, midasin homolog (yeast) [Source:HGNC Symbol;Acc:18302]	protein_coding	6	90352218	90529442	0.295016428571429
ENSG00000112164	GLP1R	glucagon-like peptide 1 receptor [Source:HGNC Symbol;Acc:4324]	protein_coding	6	39016574	39055519	-0.258303333333333
ENSG00000112167	SAYSD1	SAYSVFN motif domain containing 1 [Source:HGNC Symbol;Acc:21025]	protein_coding	6	39071840	39082965	0.065126875
ENSG00000112175	BMP5	bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:1072]	protein_coding	6	55618443	55740362	0.480607666666667
ENSG00000112182	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2 [Source:HGNC Symbol;Acc:14078]	protein_coding	6	90636248	91006627	-2.063611
ENSG00000112183	RBM24	RNA binding motif protein 24 [Source:HGNC Symbol;Acc:21539]	protein_coding	6	17281577	17294106	-0.274941
ENSG00000112186	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast) [Source:HGNC Symbol;Acc:20039]	protein_coding	6	17393447	17558023	1.383327
ENSG00000112195	TREML2	triggering receptor expressed on myeloid cells-like 2 [Source:HGNC Symbol;Acc:21092]	protein_coding	6	41158015	41168932	0.7317
ENSG00000112208	BAG2	BCL2-associated athanogene 2 [Source:HGNC Symbol;Acc:938]	protein_coding	6	57037221	57053606	0.197487333333333
ENSG00000112210	RAB23	RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:14263]	protein_coding	6	57054632	57087078	0.3465744
ENSG00000112214	FHL5	four and a half LIM domains 5 [Source:HGNC Symbol;Acc:17371]	protein_coding	6	97010424	97064512	-0.24299
ENSG00000112218	GPR63	G protein-coupled receptor 63 [Source:HGNC Symbol;Acc:13302]	protein_coding	6	97242002	97285353	1.29397709090909
ENSG00000112232	KHDRBS2	KH domain containing, RNA binding, signal transduction associated 2 [Source:HGNC Symbol;Acc:18114]	protein_coding	6	62389865	62996132	-0.19881875
ENSG00000112234	FBXL4	F-box and leucine-rich repeat protein 4 [Source:HGNC Symbol;Acc:13601]	protein_coding	6	99316420	99395849	0.332335777777778
ENSG00000112237	CCNC	cyclin C [Source:HGNC Symbol;Acc:1581]	protein_coding	6	99990256	100014914	0.123921
ENSG00000112245	PTP4A1	protein tyrosine phosphatase type IVA, member 1 [Source:HGNC Symbol;Acc:9634]	protein_coding	6	64231666	64293492	0.142265
