ENSG_ID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END
ENSG00000100321	SYNGR1	synaptogyrin 1 [Source:HGNC Symbol;Acc:11498]	protein_coding	22	39745930	39781593
ENSG00000100324	TAB1	TGF-beta activated kinase 1/MAP3K7 binding protein 1 [Source:HGNC Symbol;Acc:18157]	protein_coding	22	39795746	39833065
ENSG00000100325	ASCC2	activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:24103]	protein_coding	22	30184597	30234265
ENSG00000100330	MTMR3	myotubularin related protein 3 [Source:HGNC Symbol;Acc:7451]	protein_coding	22	30279144	30426855
ENSG00000100335	MIEF1	mitochondrial elongation factor 1 [Source:HGNC Symbol;Acc:25979]	protein_coding	22	39895437	39914137
ENSG00000100336	APOL4	apolipoprotein L, 4 [Source:HGNC Symbol;Acc:14867]	protein_coding	22	36585172	36600886
ENSG00000100341	PNPLA5	patatin-like phospholipase domain containing 5 [Source:HGNC Symbol;Acc:24888]	protein_coding	22	44275558	44287893
ENSG00000100342	APOL1	apolipoprotein L, 1 [Source:HGNC Symbol;Acc:618]	protein_coding	22	36649056	36663576
ENSG00000100344	PNPLA3	patatin-like phospholipase domain containing 3 [Source:HGNC Symbol;Acc:18590]	protein_coding	22	44319619	44343448
ENSG00000100345	MYH9	myosin, heavy chain 9, non-muscle [Source:HGNC Symbol;Acc:7579]	protein_coding	22	36677327	36784063
ENSG00000100346	CACNA1I	calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:HGNC Symbol;Acc:1396]	protein_coding	22	39966758	40085742
ENSG00000100347	SAMM50	SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:24276]	protein_coding	22	44351301	44406411
ENSG00000100348	TXN2	thioredoxin 2 [Source:HGNC Symbol;Acc:17772]	protein_coding	22	36863083	36878077
ENSG00000100350	FOXRED2	FAD-dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:26264]	protein_coding	22	36883237	36903148
ENSG00000100351	GRAP2	GRB2-related adaptor protein 2 [Source:HGNC Symbol;Acc:4563]	protein_coding	22	40297086	40369725
ENSG00000100353	EIF3D	eukaryotic translation initiation factor 3, subunit D [Source:HGNC Symbol;Acc:3278]	protein_coding	22	36906897	36925483
ENSG00000100354	TNRC6B	trinucleotide repeat containing 6B [Source:HGNC Symbol;Acc:29190]	protein_coding	22	40440821	40731812
ENSG00000100359	SGSM3	small G protein signaling modulator 3 [Source:HGNC Symbol;Acc:25228]	protein_coding	22	40766595	40806284
ENSG00000100360	IFT27	intraflagellar transport 27 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:18626]	protein_coding	22	37154246	37172300
ENSG00000100362	PVALB	parvalbumin [Source:HGNC Symbol;Acc:9704]	protein_coding	22	37196728	37215523
ENSG00000100364	KIAA0930	KIAA0930 [Source:HGNC Symbol;Acc:1314]	protein_coding	22	45586219	45636650
ENSG00000100365	NCF4	neutrophil cytosolic factor 4, 40kDa [Source:HGNC Symbol;Acc:7662]	protein_coding	22	37257030	37274057
ENSG00000100368	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]	protein_coding	22	37309670	37336491
ENSG00000100372	SLC25A17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17 [Source:HGNC Symbol;Acc:10987]	protein_coding	22	41165634	41215403
ENSG00000100373	UPK3A	uroplakin 3A [Source:HGNC Symbol;Acc:12580]	protein_coding	22	45680863	45691755
ENSG00000100376	FAM118A	family with sequence similarity 118, member A [Source:HGNC Symbol;Acc:1313]	protein_coding	22	45704849	45737836
ENSG00000100379	KCTD17	potassium channel tetramerization domain containing 17 [Source:HGNC Symbol;Acc:25705]	protein_coding	22	37447779	37459430
ENSG00000100380	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) [Source:HGNC Symbol;Acc:11343]	protein_coding	22	41220539	41253026
ENSG00000100385	IL2RB	interleukin 2 receptor, beta [Source:HGNC Symbol;Acc:6009]	protein_coding	22	37521878	37571094
ENSG00000100387	RBX1	ring-box 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:9928]	protein_coding	22	41347363	41369313
ENSG00000100393	EP300	E1A binding protein p300 [Source:HGNC Symbol;Acc:3373]	protein_coding	22	41487790	41576081
ENSG00000100395	L3MBTL2	l(3)mbt-like 2 (Drosophila) [Source:HGNC Symbol;Acc:18594]	protein_coding	22	41601209	41627275
ENSG00000100399	CHADL	chondroadherin-like [Source:HGNC Symbol;Acc:25165]	protein_coding	22	41625517	41636938
ENSG00000100401	RANGAP1	Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:9854]	protein_coding	22	41641615	41682255
ENSG00000100403	ZC3H7B	zinc finger CCCH-type containing 7B [Source:HGNC Symbol;Acc:30869]	protein_coding	22	41697526	41756151
ENSG00000100410	PHF5A	PHD finger protein 5A [Source:HGNC Symbol;Acc:18000]	protein_coding	22	41855721	41864729
ENSG00000100412	ACO2	aconitase 2, mitochondrial [Source:HGNC Symbol;Acc:118]	protein_coding	22	41865129	41921352
ENSG00000100413	POLR3H	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD) [Source:HGNC Symbol;Acc:30349]	protein_coding	22	41921808	41940610
ENSG00000100416	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase [Source:HGNC Symbol;Acc:25481]	protein_coding	22	46726772	46753237
ENSG00000100417	PMM1	phosphomannomutase 1 [Source:HGNC Symbol;Acc:9114]	protein_coding	22	41972898	41985894
ENSG00000100418	DESI1	desumoylating isopeptidase 1 [Source:HGNC Symbol;Acc:24577]	protein_coding	22	41994032	42017100
ENSG00000100422	CERK	ceramide kinase [Source:HGNC Symbol;Acc:19256]	protein_coding	22	47080308	47134158
ENSG00000100426	ZBED4	zinc finger, BED-type containing 4 [Source:HGNC Symbol;Acc:20721]	protein_coding	22	50247490	50283726
ENSG00000100427	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1 [Source:HGNC Symbol;Acc:17082]	protein_coding	22	50497820	50524331
ENSG00000100429	HDAC10	histone deacetylase 10 [Source:HGNC Symbol;Acc:18128]	protein_coding	22	50683612	50688288
ENSG00000100433	KCNK10	potassium channel, subfamily K, member 10 [Source:HGNC Symbol;Acc:6273]	protein_coding	14	88649113	88793251
ENSG00000100439	ABHD4	abhydrolase domain containing 4 [Source:HGNC Symbol;Acc:20154]	protein_coding	14	23069028	23081265
ENSG00000100441	KHNYN	KH and NYN domain containing [Source:HGNC Symbol;Acc:20166]	protein_coding	14	24899141	24910540
ENSG00000100445	SDR39U1	short chain dehydrogenase/reductase family 39U, member 1 [Source:HGNC Symbol;Acc:20275]	protein_coding	14	24910880	24912110
ENSG00000100448	CTSG	cathepsin G [Source:HGNC Symbol;Acc:2532]	protein_coding	14	25042762	25045466
ENSG00000100461	RBM23	RNA binding motif protein 23 [Source:HGNC Symbol;Acc:20155]	protein_coding	14	23369854	23388393
ENSG00000100462	PRMT5	protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:10894]	protein_coding	14	23391385	23398794
ENSG00000100473	COCH	cochlin [Source:HGNC Symbol;Acc:2180]	protein_coding	14	31343749	31359824
ENSG00000100478	AP4S1	adaptor-related protein complex 4, sigma 1 subunit [Source:HGNC Symbol;Acc:575]	protein_coding	14	31494312	31562818
ENSG00000100479	POLE2	polymerase (DNA directed), epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:9178]	protein_coding	14	50110273	50155140
ENSG00000100483	VCPKMT	valosin containing protein lysine (K) methyltransferase [Source:HGNC Symbol;Acc:20352]	protein_coding	14	50575351	50583318
ENSG00000100485	SOS2	son of sevenless homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:11188]	protein_coding	14	50583847	50698276
ENSG00000100490	CDKL1	cyclin-dependent kinase-like 1 (CDC2-related kinase) [Source:HGNC Symbol;Acc:1781]	protein_coding	14	50796310	50883179
ENSG00000100503	NIN	ninein (GSK3B interacting protein) [Source:HGNC Symbol;Acc:14906]	protein_coding	14	51186481	51297839
ENSG00000100504	PYGL	phosphorylase, glycogen, liver [Source:HGNC Symbol;Acc:9725]	protein_coding	14	51324609	51411454
ENSG00000100505	TRIM9	tripartite motif containing 9 [Source:HGNC Symbol;Acc:16288]	protein_coding	14	51441980	51562779
ENSG00000100519	PSMC6	proteasome (prosome, macropain) 26S subunit, ATPase, 6 [Source:HGNC Symbol;Acc:9553]	protein_coding	14	53173890	53195305
ENSG00000100522	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:19980]	protein_coding	14	53241912	53258386
ENSG00000100523	DDHD1	DDHD domain containing 1 [Source:HGNC Symbol;Acc:19714]	protein_coding	14	53510686	53620000
ENSG00000100528	CNIH1	cornichon family AMPA receptor auxiliary protein 1 [Source:HGNC Symbol;Acc:19431]	protein_coding	14	54893654	54908149
ENSG00000100554	ATP6V1D	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D [Source:HGNC Symbol;Acc:13527]	protein_coding	14	67761088	67826713
ENSG00000100558	PLEK2	pleckstrin 2 [Source:HGNC Symbol;Acc:19238]	protein_coding	14	67853700	67878917
ENSG00000100564	PIGH	phosphatidylinositol glycan anchor biosynthesis, class H [Source:HGNC Symbol;Acc:8964]	protein_coding	14	68048672	68067004
ENSG00000100565	C14orf166B	chromosome 14 open reading frame 166B [Source:HGNC Symbol;Acc:23346]	protein_coding	14	77292715	77336645
ENSG00000100567	PSMA3	proteasome (prosome, macropain) subunit, alpha type, 3 [Source:HGNC Symbol;Acc:9532]	protein_coding	14	58711549	58738730
ENSG00000100568	VTI1B	vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:17793]	protein_coding	14	68113792	68141548
ENSG00000100575	TIMM9	translocase of inner mitochondrial membrane 9 homolog (yeast) [Source:HGNC Symbol;Acc:11819]	protein_coding	14	58875212	58893960
ENSG00000100577	GSTZ1	glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:4643]	protein_coding	14	77787228	77797940
ENSG00000100580	TMED8	transmembrane emp24 protein transport domain containing 8 [Source:HGNC Symbol;Acc:18633]	protein_coding	14	77801364	77843452
ENSG00000100583	SAMD15	sterile alpha motif domain containing 15 [Source:HGNC Symbol;Acc:18631]	protein_coding	14	77843032	77857840
ENSG00000100591	AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast) [Source:HGNC Symbol;Acc:1189]	protein_coding	14	77924296	77935817
ENSG00000100592	DAAM1	dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:18142]	protein_coding	14	59655398	59838123
ENSG00000100593	ISM2	isthmin 2 [Source:HGNC Symbol;Acc:23176]	protein_coding	14	77940740	77965210
ENSG00000100596	SPTLC2	serine palmitoyltransferase, long chain base subunit 2 [Source:HGNC Symbol;Acc:11278]	protein_coding	14	77972340	78083116
ENSG00000100599	RIN3	Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:18751]	protein_coding	14	92980118	93155339
ENSG00000100601	ALKBH1	alkB, alkylation repair homolog 1 (E. coli) [Source:HGNC Symbol;Acc:17911]	protein_coding	14	78138747	78174363
ENSG00000100603	SNW1	SNW domain containing 1 [Source:HGNC Symbol;Acc:16696]	protein_coding	14	78183942	78227550
ENSG00000100604	CHGA	chromogranin A (parathyroid secretory protein 1) [Source:HGNC Symbol;Acc:1929]	protein_coding	14	93389425	93401638
ENSG00000100605	ITPK1	inositol-tetrakisphosphate 1-kinase [Source:HGNC Symbol;Acc:6177]	protein_coding	14	93403259	93582665
ENSG00000100612	DHRS7	dehydrogenase/reductase (SDR family) member 7 [Source:HGNC Symbol;Acc:21524]	protein_coding	14	60610838	60636574
ENSG00000100614	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent, 1A [Source:HGNC Symbol;Acc:9275]	protein_coding	14	60712470	60765805
ENSG00000100625	SIX4	SIX homeobox 4 [Source:HGNC Symbol;Acc:10890]	protein_coding	14	61176246	61191066
ENSG00000100626	GALNT16	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:23233]	protein_coding	14	69725994	69821183
ENSG00000100628	ASB2	ankyrin repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:16012]	protein_coding	14	94400499	94443137
ENSG00000100629	CEP128	centrosomal protein 128kDa [Source:HGNC Symbol;Acc:20359]	protein_coding	14	80943330	81425861
ENSG00000100632	ERH	enhancer of rudimentary homolog (Drosophila) [Source:HGNC Symbol;Acc:3447]	protein_coding	14	69846848	69865344
ENSG00000100644	HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor) [Source:HGNC Symbol;Acc:4910]	protein_coding	14	62162231	62214976
ENSG00000100647	KIAA0247	KIAA0247 [Source:HGNC Symbol;Acc:19956]	protein_coding	14	70078313	70181859
ENSG00000100650	SRSF5	serine/arginine-rich splicing factor 5 [Source:HGNC Symbol;Acc:10787]	protein_coding	14	70193617	70238722
ENSG00000100652	SLC10A1	solute carrier family 10 (sodium/bile acid cotransporter), member 1 [Source:HGNC Symbol;Acc:10905]	protein_coding	14	70242134	70264006
ENSG00000100664	EIF5	eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:3299]	protein_coding	14	103799881	103811362
ENSG00000100665	SERPINA4	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4 [Source:HGNC Symbol;Acc:8948]	protein_coding	14	95027428	95036250
ENSG00000100678	SLC8A3	solute carrier family 8 (sodium/calcium exchanger), member 3 [Source:HGNC Symbol;Acc:11070]	protein_coding	14	70510934	70655787
ENSG00000100697	DICER1	dicer 1, ribonuclease type III [Source:HGNC Symbol;Acc:17098]	protein_coding	14	95552565	95623759
ENSG00000100711	ZFYVE21	zinc finger, FYVE domain containing 21 [Source:HGNC Symbol;Acc:20760]	protein_coding	14	104182067	104200005
ENSG00000100714	MTHFD1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:7432]	protein_coding	14	64854749	64926722
ENSG00000100722	ZC3H14	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:20509]	protein_coding	14	89029253	89078774
ENSG00000100726	TELO2	telomere maintenance 2 [Source:HGNC Symbol;Acc:29099]	protein_coding	16	1543345	1560427
ENSG00000100731	PCNX	pecanex homolog (Drosophila) [Source:HGNC Symbol;Acc:19740]	protein_coding	14	71374122	71582099
ENSG00000100739	BDKRB1	bradykinin receptor B1 [Source:HGNC Symbol;Acc:1029]	protein_coding	14	96722161	96735304
ENSG00000100744	GSKIP	GSK3B interacting protein [Source:HGNC Symbol;Acc:20343]	protein_coding	14	96830208	96853625
ENSG00000100749	VRK1	vaccinia related kinase 1 [Source:HGNC Symbol;Acc:12718]	protein_coding	14	97263641	97398059
ENSG00000100764	PSMC1	proteasome (prosome, macropain) 26S subunit, ATPase, 1 [Source:HGNC Symbol;Acc:9547]	protein_coding	14	90722839	90738966
ENSG00000100767	PAPLN	papilin, proteoglycan-like sulfated glycoprotein [Source:HGNC Symbol;Acc:19262]	protein_coding	14	73704205	73741348
ENSG00000100784	RPS6KA5	ribosomal protein S6 kinase, 90kDa, polypeptide 5 [Source:HGNC Symbol;Acc:10434]	protein_coding	14	91336799	91526676
ENSG00000100802	C14orf93	chromosome 14 open reading frame 93 [Source:HGNC Symbol;Acc:20162]	protein_coding	14	23456110	23479375
ENSG00000100804	PSMB5	proteasome (prosome, macropain) subunit, beta type, 5 [Source:HGNC Symbol;Acc:9542]	protein_coding	14	23485752	23504439
ENSG00000100811	YY1	YY1 transcription factor [Source:HGNC Symbol;Acc:12856]	protein_coding	14	100704635	100749129
ENSG00000100814	CCNB1IP1	cyclin B1 interacting protein 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:19437]	protein_coding	14	20779527	20801471
ENSG00000100815	TRIP11	thyroid hormone receptor interactor 11 [Source:HGNC Symbol;Acc:12305]	protein_coding	14	92432335	92507240
ENSG00000100823	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1 [Source:HGNC Symbol;Acc:587]	protein_coding	14	20923350	20925877
ENSG00000100842	EFS	embryonal Fyn-associated substrate [Source:HGNC Symbol;Acc:16898]	protein_coding	14	23825611	23834961
ENSG00000100852	ARHGAP5	Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:675]	protein_coding	14	32546173	32628934
ENSG00000100865	CINP	cyclin-dependent kinase 2 interacting protein [Source:HGNC Symbol;Acc:23789]	protein_coding	14	102809045	102829253
ENSG00000100867	DHRS2	dehydrogenase/reductase (SDR family) member 2 [Source:HGNC Symbol;Acc:18349]	protein_coding	14	24099324	24114848
ENSG00000100883	SRP54	signal recognition particle 54kDa [Source:HGNC Symbol;Acc:11301]	protein_coding	14	35451163	35498773
ENSG00000100884	CPNE6	copine VI (neuronal) [Source:HGNC Symbol;Acc:2319]	protein_coding	14	24540046	24547309
ENSG00000100888	CHD8	chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:20153]	protein_coding	14	21853353	21924285
ENSG00000100889	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial) [Source:HGNC Symbol;Acc:8725]	protein_coding	14	24563262	24579807
ENSG00000100890	KIAA0391	KIAA0391 [Source:HGNC Symbol;Acc:19958]	protein_coding	14	35591052	35743271
ENSG00000100902	PSMA6	proteasome (prosome, macropain) subunit, alpha type, 6 [Source:HGNC Symbol;Acc:9535]	protein_coding	14	35747839	35786699
ENSG00000100908	EMC9	ER membrane protein complex subunit 9 [Source:HGNC Symbol;Acc:20273]	protein_coding	14	24608177	24610797
ENSG00000100911	PSME2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta) [Source:HGNC Symbol;Acc:9569]	protein_coding	14	24612574	24616444
ENSG00000100916	BRMS1L	breast cancer metastasis-suppressor 1-like [Source:HGNC Symbol;Acc:20512]	protein_coding	14	36299001	36401531
ENSG00000100918	REC8	REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:16879]	protein_coding	14	24641062	24649424
ENSG00000100926	TM9SF1	transmembrane 9 superfamily member 1 [Source:HGNC Symbol;Acc:11864]	protein_coding	14	24658349	24664893
ENSG00000100934	SEC23A	Sec23 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:10701]	protein_coding	14	39501123	39578850
ENSG00000100941	PNN	pinin, desmosome associated protein [Source:HGNC Symbol;Acc:9162]	protein_coding	14	39644517	39652422
ENSG00000100949	RABGGTA	Rab geranylgeranyltransferase, alpha subunit [Source:HGNC Symbol;Acc:9795]	protein_coding	14	24734744	24740945
ENSG00000100968	NFATC4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4 [Source:HGNC Symbol;Acc:7778]	protein_coding	14	24834879	24848810
ENSG00000100979	PLTP	phospholipid transfer protein [Source:HGNC Symbol;Acc:9093]	protein_coding	20	44527460	44540794
ENSG00000100982	PCIF1	PDX1 C-terminal inhibiting factor 1 [Source:HGNC Symbol;Acc:16200]	protein_coding	20	44563267	44576662
ENSG00000100983	GSS	glutathione synthetase [Source:HGNC Symbol;Acc:4624]	protein_coding	20	33516236	33543620
ENSG00000100987	VSX1	visual system homeobox 1 [Source:HGNC Symbol;Acc:12723]	protein_coding	20	25051521	25062996
ENSG00000100991	TRPC4AP	transient receptor potential cation channel, subfamily C, member 4 associated protein [Source:HGNC Symbol;Acc:16181]	protein_coding	20	33590241	33680674
ENSG00000100994	PYGB	phosphorylase, glycogen; brain [Source:HGNC Symbol;Acc:9723]	protein_coding	20	25228705	25278650
ENSG00000100997	ABHD12	abhydrolase domain containing 12 [Source:HGNC Symbol;Acc:15868]	protein_coding	20	25275379	25371619
ENSG00000101000	PROCR	protein C receptor, endothelial [Source:HGNC Symbol;Acc:9452]	protein_coding	20	33759876	33765165
ENSG00000101003	GINS1	GINS complex subunit 1 (Psf1 homolog) [Source:HGNC Symbol;Acc:28980]	protein_coding	20	25388363	25433264
ENSG00000101004	NINL	ninein-like [Source:HGNC Symbol;Acc:29163]	protein_coding	20	25433341	25566153
ENSG00000101017	CD40	CD40 molecule, TNF receptor superfamily member 5 [Source:HGNC Symbol;Acc:11919]	protein_coding	20	44746911	44758502
ENSG00000101019	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:HGNC Symbol;Acc:15891]	protein_coding	20	33890369	33999944
ENSG00000101040	ZMYND8	zinc finger, MYND-type containing 8 [Source:HGNC Symbol;Acc:9397]	protein_coding	20	45837859	45985567
ENSG00000101049	SGK2	serum/glucocorticoid regulated kinase 2 [Source:HGNC Symbol;Acc:13900]	protein_coding	20	42187608	42216877
ENSG00000101052	IFT52	intraflagellar transport 52 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:15901]	protein_coding	20	42219571	42275936
ENSG00000101057	MYBL2	v-myb avian myeloblastosis viral oncogene homolog-like 2 [Source:HGNC Symbol;Acc:7548]	protein_coding	20	42295754	42345136
